0.000000000000000000e+00	5.000000000000000000e-01
1.000000000000000000e+00	1.381010333523511047e-01
2.000000000000000000e+00	9.713470628803130835e-02
3.000000000000000000e+00	9.228888619431531437e-02
4.000000000000000000e+00	9.156605641595737255e-02
5.000000000000000000e+00	9.135068570572414670e-02
6.000000000000000000e+00	9.122457394989098856e-02
7.000000000000000000e+00	9.113278756990983442e-02
8.000000000000000000e+00	9.106332938781476483e-02
9.000000000000000000e+00	9.101045052987487283e-02
1.000000000000000000e+01	9.097015696286182840e-02
1.100000000000000000e+01	9.093944913425178189e-02
1.200000000000000000e+01	9.091604613180773176e-02
1.300000000000000000e+01	9.089821021514625510e-02
1.400000000000000000e+01	9.088461708409725781e-02
1.500000000000000000e+01	9.087425746932539794e-02
1.600000000000000000e+01	9.086636218610484594e-02
1.700000000000000000e+01	9.086034502247282429e-02
1.800000000000000000e+01	9.085575921381035258e-02
1.900000000000000000e+01	9.085226427128004212e-02
2.000000000000000000e+01	9.084960070108127894e-02
2.100000000000000000e+01	9.084757073745754197e-02
2.200000000000000000e+01	9.084602365891022990e-02
2.300000000000000000e+01	9.084484459737261763e-02
2.400000000000000000e+01	9.084394600944255271e-02
2.500000000000000000e+01	9.084326117642718690e-02
2.600000000000000000e+01	9.084273925058865273e-02
2.700000000000000000e+01	9.084234147978199891e-02
2.800000000000000000e+01	9.084203833017158447e-02
2.900000000000000000e+01	9.084180729339168259e-02
