0.000000000000000000e+00	5.000000000000000000e-01
1.000000000000000000e+00	1.836406848023408589e-01
2.000000000000000000e+00	1.176219444056113145e-01
3.000000000000000000e+00	1.013275439163288799e-01
4.000000000000000000e+00	9.610223180056795544e-02
5.000000000000000000e+00	9.392645126874463180e-02
6.000000000000000000e+00	9.284875697027968056e-02
7.000000000000000000e+00	9.225960857803519599e-02
8.000000000000000000e+00	9.191471329858177941e-02
9.000000000000000000e+00	9.169923225730611249e-02
1.000000000000000000e+01	9.155492459957680074e-02
1.100000000000000000e+01	9.145124214947789043e-02
1.200000000000000000e+01	9.137185438229919465e-02
1.300000000000000000e+01	9.130787496837131090e-02
1.400000000000000000e+01	9.125435344111956781e-02
1.500000000000000000e+01	9.120843692471089503e-02
1.600000000000000000e+01	9.116840195077297038e-02
1.700000000000000000e+01	9.113314270257349969e-02
1.800000000000000000e+01	9.110189936662993482e-02
1.900000000000000000e+01	9.107411300625833928e-02
2.000000000000000000e+01	9.104934722051789830e-02
2.100000000000000000e+01	9.102724514637042241e-02
2.200000000000000000e+01	9.100750524249029416e-02
2.300000000000000000e+01	9.098986712248739728e-02
2.400000000000000000e+01	9.097410282594844966e-02
2.500000000000000000e+01	9.096001108528974088e-02
2.600000000000000000e+01	9.094741328945092629e-02
2.700000000000000000e+01	9.093615044828774752e-02
2.800000000000000000e+01	9.092608078000355420e-02
2.900000000000000000e+01	9.091707771271587135e-02
