0.000000000000000000e+00	5.000000000000000000e-01
1.000000000000000000e+00	3.861508713750255728e-01
2.000000000000000000e+00	3.311335823793136734e-01
3.000000000000000000e+00	2.866114350207482619e-01
4.000000000000000000e+00	2.503584596386133621e-01
5.000000000000000000e+00	2.208312107946511504e-01
6.000000000000000000e+00	1.967778419307645854e-01
7.000000000000000000e+00	1.771808567770014053e-01
8.000000000000000000e+00	1.612127899361106287e-01
9.000000000000000000e+00	1.482004220519136939e-01
1.000000000000000000e+01	1.375958296679030135e-01
1.100000000000000000e+01	1.289529332564390562e-01
1.200000000000000000e+01	1.219084782409057405e-01
1.300000000000000000e+01	1.161665969251842734e-01
1.400000000000000000e+01	1.114862675886284515e-01
1.500000000000000000e+01	1.076711206430995410e-01
1.600000000000000000e+01	1.045611482825981459e-01
1.700000000000000000e+01	1.020259592899648293e-01
1.800000000000000000e+01	9.995928906808324022e-02
1.900000000000000000e+01	9.827453000225452873e-02
2.000000000000000000e+01	9.690109164454488444e-02
2.100000000000000000e+01	9.578143606906226737e-02
2.200000000000000000e+01	9.486866276206359916e-02
2.300000000000000000e+01	9.412454091890105901e-02
2.400000000000000000e+01	9.351790608677654215e-02
2.500000000000000000e+01	9.302335357094362878e-02
2.600000000000000000e+01	9.262017359699664665e-02
2.700000000000000000e+01	9.229148344419167704e-02
2.800000000000000000e+01	9.202352007874402273e-02
2.900000000000000000e+01	9.180506358082116125e-02
