0.000000000000000000e+00	5.000000000000000000e-01
1.000000000000000000e+00	2.765909656903087210e-01
2.000000000000000000e+00	1.847400930068872626e-01
3.000000000000000000e+00	1.386885036406632354e-01
4.000000000000000000e+00	1.152676600149557390e-01
5.000000000000000000e+00	1.033358239176737498e-01
6.000000000000000000e+00	9.724943295971885671e-02
7.000000000000000000e+00	9.413963664961678968e-02
8.000000000000000000e+00	9.254712768235846820e-02
9.000000000000000000e+00	9.172912096179149100e-02
1.000000000000000000e+01	9.130721432421420869e-02
1.100000000000000000e+01	9.108840840000136108e-02
1.200000000000000000e+01	9.097410759165600047e-02
1.300000000000000000e+01	9.091383280087722563e-02
1.400000000000000000e+01	9.088166271758568726e-02
1.500000000000000000e+01	9.086423315856979877e-02
1.600000000000000000e+01	9.085461698731098212e-02
1.700000000000000000e+01	9.084919810635043447e-02
1.800000000000000000e+01	9.084607134417373164e-02
1.900000000000000000e+01	9.084422102685961453e-02
2.000000000000000000e+01	9.084309764186355995e-02
2.100000000000000000e+01	9.084239852175678143e-02
2.200000000000000000e+01	9.084195343522447064e-02
2.300000000000000000e+01	9.084166436302307246e-02
2.400000000000000000e+01	9.084147342766210609e-02
2.500000000000000000e+01	9.084134556630991952e-02
2.600000000000000000e+01	9.084125900292276679e-02
2.700000000000000000e+01	9.084119989959391073e-02
2.800000000000000000e+01	9.084115928323052702e-02
2.900000000000000000e+01	9.084113123481786511e-02
