0.000000000000000000e+00	5.000000000000000000e-01
1.000000000000000000e+00	3.676702685902882850e-01
2.000000000000000000e+00	2.794966594485552291e-01
3.000000000000000000e+00	2.205172170984378011e-01
4.000000000000000000e+00	1.808799042994232720e-01
5.000000000000000000e+00	1.540903224603324684e-01
6.000000000000000000e+00	1.358615693618719367e-01
7.000000000000000000e+00	1.233591018782969895e-01
8.000000000000000000e+00	1.147047623102387115e-01
9.000000000000000000e+00	1.086508741908156495e-01
1.000000000000000000e+01	1.043659679493292164e-01
1.100000000000000000e+01	1.012937994977202855e-01
1.200000000000000000e+01	9.906050857918077823e-02
1.300000000000000000e+01	9.741341058342177506e-02
1.400000000000000000e+01	9.618058731215746449e-02
1.500000000000000000e+01	9.524416294435297803e-02
1.600000000000000000e+01	9.452259269555450538e-02
1.700000000000000000e+01	9.395889370483730130e-02
1.800000000000000000e+01	9.351279925498452716e-02
1.900000000000000000e+01	9.315550788694645923e-02
2.000000000000000000e+01	9.286615248946901435e-02
2.100000000000000000e+01	9.262941247659672861e-02
2.200000000000000000e+01	9.243388813443434437e-02
2.300000000000000000e+01	9.227098517205890860e-02
2.400000000000000000e+01	9.213414244566887901e-02
2.500000000000000000e+01	9.201829183103638066e-02
2.600000000000000000e+01	9.191947620311551048e-02
2.700000000000000000e+01	9.183457594771057830e-02
2.800000000000000000e+01	9.176111065100725495e-02
2.900000000000000000e+01	9.169709339641642087e-02
