0.000000000000000000e+00	4.999999999999998335e-01
1.000000000000000000e+00	4.170971019910881816e-01
2.000000000000000000e+00	3.499457546038697298e-01
3.000000000000000000e+00	2.955531632202228476e-01
4.000000000000000000e+00	2.514951641994688791e-01
5.000000000000000000e+00	2.158081849926581919e-01
6.000000000000000000e+00	1.869017318351414436e-01
7.000000000000000000e+00	1.634875047775529167e-01
8.000000000000000000e+00	1.445219808609062295e-01
9.000000000000000000e+00	1.291599064884224324e-01
1.000000000000000000e+01	1.167166262467105170e-01
1.100000000000000000e+01	1.066375692509238804e-01
1.200000000000000000e+01	9.847353308433666463e-02
1.300000000000000000e+01	9.186066378940108135e-02
1.400000000000000000e+01	8.650423966050320435e-02
1.500000000000000000e+01	8.216553611609596353e-02
1.600000000000000000e+01	7.865118624512607015e-02
1.700000000000000000e+01	7.580456284964047498e-02
1.800000000000000000e+01	7.349879789929712748e-02
1.900000000000000000e+01	7.163112828951903599e-02
2.000000000000000000e+01	7.011831590559876315e-02
2.100000000000000000e+01	6.889293787462333341e-02
2.200000000000000000e+01	6.790038166953324406e-02
2.300000000000000000e+01	6.709641114341027834e-02
2.400000000000000000e+01	6.644519501725069943e-02
2.500000000000000000e+01	6.591770995506139597e-02
2.600000000000000000e+01	6.549044705468808070e-02
2.700000000000000000e+01	6.514436410538569644e-02
2.800000000000000000e+01	6.486403691645076242e-02
2.900000000000000000e+01	6.463697189341345573e-02
