1.000000000000000000e+00	-2.190940310375135980e-01	-2.586130344101961187e-01
1.000000000000000000e+00	-2.223512056886179922e-01	-2.900409613404370535e-01
1.000000000000000000e+00	-2.213757351390617523e-01	-2.980605013157399119e-01
1.000000000000000000e+00	2.984827939433986055e-01	1.515755981103624750e-01
1.000000000000000000e+00	-1.821550916638013939e-01	-1.773339130388833229e-01
1.000000000000000000e+00	-1.918761602438616432e-01	-1.822106603211620934e-01
1.000000000000000000e+00	-2.062615477735240122e-01	-2.004171835083361775e-01
1.000000000000000000e+00	-2.217233165992484600e-01	-3.008781775232787781e-01
1.000000000000000000e+00	-2.181914404715449007e-01	-2.439827925633598071e-01
1.000000000000000000e+00	-2.224128733670381886e-01	-2.999028280668230573e-01
1.000000000000000000e+00	-2.227761520544591367e-01	-3.025037599507050534e-01
1.000000000000000000e+00	-2.218578642612562268e-01	-3.006614331996219636e-01
1.000000000000000000e+00	-2.217681658199177064e-01	-2.996860837431661873e-01
1.000000000000000000e+00	-2.228837901840653446e-01	-3.066869253972819287e-01
1.000000000000000000e+00	-2.228221225056451205e-01	-3.057549248055575486e-01
1.000000000000000000e+00	-2.189650895280894904e-01	-2.951344529463726385e-01
1.000000000000000000e+00	-2.206469353031864089e-01	-2.935088705189464187e-01
1.000000000000000000e+00	-2.209833044582058259e-01	-3.000112002286514090e-01
1.000000000000000000e+00	2.632884729777934307e+00	4.681531962538196368e+00
1.000000000000000000e+00	-2.228636080347641824e-01	-3.065135299383564549e-01
1.000000000000000000e+00	-1.310716665622555996e-02	1.472407116372257962e-01
1.000000000000000000e+00	3.612717028803505426e-01	4.029990135522900641e-01
1.000000000000000000e+00	-2.220092303810149437e-01	-3.030456207598470897e-01
1.000000000000000000e+00	-2.116770911693361401e-01	-1.822106603211620934e-01
1.000000000000000000e+00	-2.191893356314357499e-01	-2.790953729957669216e-01
1.000000000000000000e+00	-2.226651502333027444e-01	-3.014200383324208699e-01
1.000000000000000000e+00	-2.213084613080578689e-01	-2.878735181038687418e-01
1.000000000000000000e+00	3.702415470142008669e-01	4.300920540093943201e-01
1.000000000000000000e+00	9.205320626727020450e-03	1.331523305995315765e-01
1.000000000000000000e+00	-1.275848024144897452e-01	4.537087951851375561e-02
1.000000000000000000e+00	-2.220484734491005308e-01	-2.935088705189464187e-01
1.000000000000000000e+00	-1.533731042993093097e-01	1.123673889711263474e+00
1.000000000000000000e+00	7.237778461993321422e+00	5.883379237215341284e+00
1.000000000000000000e+00	-2.189650895280894904e-01	-3.026121321125334607e-01
1.000000000000000000e+00	-2.152650288228762365e-01	-1.128524767509751642e-01
1.000000000000000000e+00	-1.836463282510540085e-01	-2.461502357999281465e-01
1.000000000000000000e+00	-2.183484127438872768e-01	-2.884153789130108336e-01
1.000000000000000000e+00	-2.227548486746412371e-01	-3.057549248055575486e-01
1.000000000000000000e+00	-2.228636080347641824e-01	-3.064051577765280476e-01
1.000000000000000000e+00	-2.228781840314816853e-01	-3.065677160192706863e-01
1.000000000000000000e+00	-2.213196736132251874e-01	-2.932921261952896042e-01
1.000000000000000000e+00	5.741823284617227768e-02	2.241849465354019133e-01
1.000000000000000000e+00	-2.200863200448207879e-01	-2.937256148426032332e-01
1.000000000000000000e+00	-1.606611026580626600e-01	-1.171873632241118429e-01
1.000000000000000000e+00	-1.107663446635204774e-01	-1.366943523532269111e-01
1.000000000000000000e+00	-1.644060125839451603e-01	1.699988656211933735e-01
1.000000000000000000e+00	-2.110604143851339265e-01	-1.123106159418330724e-01
1.000000000000000000e+00	-2.222727195524467625e-01	-3.042377145399597360e-01
1.000000000000000000e+00	-1.556155653327718769e-01	-2.190571953428238905e-01
1.000000000000000000e+00	-2.188529664764163607e-01	-2.840804924398740994e-01
1.000000000000000000e+00	-2.180815598809052180e-01	-2.643567589871022583e-01
1.000000000000000000e+00	-2.225754517919642239e-01	-3.047795753491018278e-01
1.000000000000000000e+00	-2.228053040478941427e-01	-3.055381804819007341e-01
1.000000000000000000e+00	-2.227526062136077623e-01	-3.035874815689891815e-01
1.000000000000000000e+00	-2.228355772718458860e-01	-3.064810182898079494e-01
1.000000000000000000e+00	-7.613137124242256096e-03	-1.117687551326909945e-01
1.000000000000000000e+00	-2.195257047864551392e-01	-2.797456059667374206e-01
1.000000000000000000e+00	-4.349251365964337812e-02	-1.236896929338168749e-01
1.000000000000000000e+00	-2.218802888715908361e-01	-3.040209702163028660e-01
1.000000000000000000e+00	-2.210730028995442908e-01	-2.944842199754021950e-01
1.000000000000000000e+00	-2.227727883629089245e-01	-3.041293423781312733e-01
1.000000000000000000e+00	-2.181409850982919951e-01	-2.522190768623194801e-01
